經號 , 冊數 , 卷數 , 經名 , 作譯者
T1148 , 20 , 1 , 佛說虛空藏菩薩陀羅尼 , 宋 法賢譯
T1149 , 20 , 1 , 五大虛空藏菩薩速疾大神驗祕密式經 , 唐 金剛智譯
T1150 , 20 , 1 , 轉法輪菩薩摧魔怨敵法 , 唐 不空譯
T1151 , 20 , 1 , 修習般若波羅蜜菩薩觀行念誦儀軌 , 唐 不空譯
T1152 , 20 , 1 , 佛說佛母般若波羅蜜多大明觀想儀軌 , 宋 施護譯
T1153 , 20 , 2 , 普遍光明清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經 , 唐 不空譯
T1154 , 20 , 1 , 佛說隨求即得大自在陀羅尼神呪經 , 唐 寶思惟譯
T1155 , 20 , 1 , 金剛頂瑜伽最勝祕密成佛隨求即得神變加持成就陀羅尼儀軌 , 唐 不空譯
T1156A , 20 , 1 , 大隨求即得大陀羅尼明王懺悔法 , 唐 惟謹述
T1156B , 20 , 1 , 宗叡僧正於唐國師所口受 , 
T1157 , 20 , 1 , 香王菩薩陀羅尼呪經 , 唐 義淨譯
T1158 , 20 , 1 , 地藏菩薩儀軌 , 唐 輸婆迦羅譯
T1159A , 20 , 1 , [峚-大+(企-止)]𡇪大道心驅策法 , 
T1159B , 20 , 1 , 佛說地藏菩薩陀羅尼經 , 
T1160 , 20 , 1 , 日光菩薩月光菩薩陀羅尼 , 
T1161 , 20 , 1 , 佛說觀藥王藥上二菩薩經 , 劉宋 畺良耶舍譯
T1162 , 20 , 1 , 持世陀羅尼經 , 唐 玄奘譯
T1163 , 20 , 1 , 佛說雨寶陀羅尼經 , 唐 不空譯
T1164 , 20 , 1 , 佛說大乘聖吉祥持世陀羅尼經 , 宋 法天譯
T1165 , 20 , 1 , 聖持世陀羅尼經 , 宋 施護譯
T1166 , 20 , 1 , 馬鳴菩薩大神力無比驗法念誦軌儀 , 唐 金剛智譯
T1167 , 20 , 1 , 八大菩薩曼荼羅經 , 唐 不空譯
T1168A , 20 , 1 , 佛說大乘八大曼拏羅經 , 宋 法賢譯
T1168B , 20 , 1 , 八曼荼羅經 , 
T1169 , 20 , 4 , 佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經 , 宋 法賢譯
T1170 , 20 , 3 , 佛說金剛香菩薩大明成就儀軌經 , 宋 施護譯
T1171 , 20 , 1 , 金剛頂經瑜伽文殊師利菩薩法 , 唐 不空譯
T1172 , 20 , 1 , 金剛頂超勝三界經說文殊五字真言勝相 , 唐 不空譯
T1173 , 20 , 1 , 金剛頂經曼殊室利菩薩五字心陀羅尼品 , 唐 金剛智譯
T1174 , 20 , 1 , 五字陀羅尼頌 , 唐 不空譯
T1175 , 20 , 1 , 金剛頂經瑜伽文殊師利菩薩供養儀軌 , 唐 不空譯
T1176 , 20 , 1 , 曼殊室利童子菩薩五字瑜伽法 , 唐 不空譯
T1177A , 20 , 10 , 大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經 , 唐 不空譯
T1177B , 20 , 1 , 千鉢文殊一百八名讚 , 唐 空海請來
T1178 , 20 , 1 , 文殊菩薩獻佛陀羅尼名烏蘇吒 , 
T1179 , 20 , 1 , 文殊師利菩薩六字呪功能法經 , 
T1180 , 20 , 1 , 六字神呪經 , 唐 菩提流志譯
T1181 , 20 , 1 , 大方廣菩薩藏經中文殊師利根本一字陀羅尼經 , 唐 寶思惟譯
T1182 , 20 , 1 , 曼殊室利菩薩呪藏中一字呪王經 , 唐 義淨譯
T1183 , 20 , 1 , 一髻文殊師利童子陀羅尼念誦儀軌 , 唐 金剛福壽譯
T1184 , 20 , 1 , 大聖妙吉祥菩薩祕密八字陀羅尼修行曼荼羅次第儀軌法 , 唐 菩提仙譯
T1185A , 20 , 1 , 佛說文殊師利法寶藏陀羅尼經 , 唐 菩提流志譯
T1185B , 20 , 1 , 文殊師利寶藏陀羅尼經 , 唐 菩提流志譯
T1186 , 20 , 1 , 佛說妙吉祥菩薩陀羅尼 , 宋 法賢譯
T1187 , 20 , 2 , 佛說最勝妙吉祥根本智最上祕密一切名義三摩地分 , 宋 施護譯
T1188 , 20 , 2 , 文殊所說最勝名義經 , 宋 金總持等譯
T1189 , 20 , 1 , 佛說文殊菩薩最勝真實名義經 , 元 沙囉巴譯
T1190 , 20 , 1 , 聖妙吉祥真實名經 , 元 釋智譯
T1191 , 20 , 20 , 大方廣菩薩藏文殊師利根本儀軌經 , 宋 天息災譯
T1192 , 20 , 5 , 妙吉祥平等祕密最上觀門大教王經 , 宋 慈賢譯
T1193 , 20 , 1 , 妙吉祥平等瑜伽祕密觀身成佛儀軌 , 宋 慈賢譯
T1194 , 20 , 1 , 妙吉祥平等觀門大教王經略出護摩儀 , 宋 慈賢譯
T1195 , 20 , 1 , 大聖文殊師利菩薩讚佛法身禮 , 唐 不空譯
T1196 , 20 , 1 , 曼殊室利菩薩吉祥伽陀 , 宋 法賢譯
T1197 , 20 , 1 , 佛說文殊師利一百八名梵讚 , 宋 法天譯
T1198 , 20 , 1 , 聖者文殊師利發菩提心願文 , 元 智慧譯
T1199 , 21 , 1 , 金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品 , 唐 不空譯
T1200 , 21 , 1 , 底哩三昧耶不動尊威怒王使者念誦法 , 唐 不空譯
T1201 , 21 , 3 , 底哩三昧耶不動尊聖者念誦祕密法 , 唐 不空譯
T1202 , 21 , 1 , 不動使者陀羅尼祕密法 , 唐 金剛智譯
T1203 , 21 , 1 , 聖無動尊安鎮家國等法 , 
T1204 , 21 , 1 , 聖無動尊一字出生八大童子祕要法品 , 
T1205 , 21 , 1 , 勝軍不動明王四十八使者祕密成就儀軌 , 唐 不空．遍智集
T1206 , 21 , 1 , 佛說俱利伽羅大龍勝外道伏陀羅尼經 , 
T1207 , 21 , 1 , 說矩里迦龍王像法 , 
T1208 , 21 , 1 , 俱力迦羅龍王儀軌 , 唐 金剛智譯
T1209 , 21 , 1 , 金剛頂瑜伽降三世成就極深密門 , 唐 不空譯
T1210 , 21 , 1 , 降三世忿怒明王念誦儀軌 , 唐 不空譯
T1211 , 21 , 1 , 甘露軍荼利菩薩供養念誦成就儀軌 , 唐 不空譯
T1212 , 21 , 1 , 西方陀羅尼藏中金剛族阿蜜哩多軍吒利法 , 唐 海雲記
T1213 , 21 , 1 , 千臂軍荼利梵字真言 , 唐 義操記
T1214 , 21 , 1 , 聖閻曼德迦威怒王立成大神驗念誦法 , 唐 不空譯
T1215 , 21 , 1 , 大乘方廣曼殊室利菩薩華嚴本教閻曼德迦忿怒王真言大威德儀軌品 , 
T1216 , 21 , 1 , 大方廣曼殊室利童真菩薩華嚴本教讚閻曼德迦忿怒王真言阿毘遮嚕迦儀軌品 , 
T1217 , 21 , 3 , 佛說妙吉祥最勝根本大教經 , 宋 法賢譯
T1218 , 21 , 1 , 文殊師利耶曼德迦呪法 , 唐 宗叡將來
T1219 , 21 , 1 , 曼殊室利焰曼德迦萬愛祕術如意法 , 唐 一行撰
T1220 , 21 , 1 , 金剛藥叉瞋怒王息災大威神驗念誦儀軌 , 唐 金剛智譯
T1221 , 21 , 1 , 青色大金剛藥叉辟鬼魔法 , 唐 空蜝述
T1222a , 21 , 3 , 聖迦抳忿怒金剛童子菩薩成就儀軌經 , 唐 不空譯
T1222b , 21 , 3 , 聖迦柅忿怒金剛童子菩薩成就儀軌經 , 唐 不空譯
T1223 , 21 , 1 , 佛說無量壽佛化身大忿迅俱摩羅金剛念誦瑜伽儀軌法 , 唐 金剛智譯
T1224 , 21 , 1 , 金剛童子持念經 , 
T1225 , 21 , 1 , 大威怒烏芻澁麼儀軌經 , 唐 不空譯
T1226 , 21 , 1 , 烏芻澁明王儀軌梵字 , 唐 空海請來
T1227 , 21 , 3 , 大威力烏樞瑟摩明王經 , 唐 阿質達霰譯
T1228 , 21 , 1 , 穢跡金剛說神通大滿陀羅尼法術靈要門 , 唐 阿質達霰譯
T1229 , 21 , 1 , 穢跡金剛禁百變法經 , 唐 阿質達霰譯
T1230 , 21 , 1 , 佛說大輪金剛總持陀羅尼經 , 
T1231 , 21 , 1 , 大輪金剛修行悉地成就及供養法 , 
T1232 , 21 , 1 , 播般曩結使波金剛念誦儀 , 
T1233 , 21 , 1 , 佛說無能勝大明王陀羅尼經 , 宋 法天譯
T1234 , 21 , 1 , 無能勝大明陀羅尼經 , 宋 法天譯
T1235 , 21 , 1 , 無能勝大明心陀羅尼經 , 宋 法天譯
T1236 , 21 , 1 , 聖無能勝金剛火陀羅尼經 , 宋 法天譯
T1237 , 21 , 1 , 阿吒婆拘鬼神大將上佛陀羅尼神呪經 , 失譯
T1238 , 21 , 1 , 阿吒婆𤘽鬼神大將上佛陀羅尼經 , 失譯
T1239 , 21 , 3 , 阿吒薄俱元帥大將上佛陀羅尼經修行儀軌 , 唐 善無畏譯
T1240 , 21 , 1 , 阿吒薄𤘽付囑呪 , 
T1241 , 21 , 1 , 伽馱金剛真言 , 
T1242 , 21 , 1 , 佛說妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經 , 宋 法賢譯
T1243 , 21 , 2 , 佛說出生一切如來法眼遍照大力明王經 , 宋 法護譯
T1244 , 21 , 1 , 毘沙門天王經 , 唐 不空譯
T1245 , 21 , 1 , 佛說毘沙門天王經 , 宋 法天譯
T1246 , 21 , 1 , 摩訶吠室囉末那野提婆喝囉闍陀羅尼儀軌 , 唐 般若斫羯囉譯
T1247 , 21 , 1 , 北方毘沙門天王隨軍護法儀軌 , 唐 不空譯
T1248 , 21 , 1 , 北方毘沙門天王隨軍護法真言 , 唐 不空譯
T1249 , 21 , 1 , 毘沙門儀軌 , 唐 不空譯
T1250 , 21 , 1 , 北方毘沙門多聞寶藏天王神妙陀羅尼別行儀軌 , 唐 不空譯
T1251 , 21 , 3 , 吽迦陀野儀軌 , 唐 金剛智譯
T1252a , 21 , 1 , 佛說大吉祥天女十二名號經 , 唐 不空譯
T1252b , 21 , 1 , 佛說大吉祥天女十二名號經 , 唐 不空譯
T1253 , 21 , 1 , 大吉祥天女十二契一百八名無垢大乘經 , 唐 不空譯
T1254 , 21 , 1 , 末利支提婆華鬘經 , 唐 不空譯
T1255a , 21 , 1 , 佛說摩利支天菩薩陀羅尼經 , 唐 不空譯
T1255b , 21 , 1 , 佛說摩利支天經 , 唐 不空譯
T1256 , 21 , 1 , 佛說摩利支天陀羅尼呪經 , 失譯
T1257 , 21 , 7 , 佛說大摩里支菩薩經 , 宋 天息災譯
T1258 , 21 , 1 , 摩利支菩薩略念誦法 , 唐 不空譯
T1259 , 21 , 1 , 摩利支天一印法 , 
T1260 , 21 , 1 , 大藥叉女歡喜母并愛子成就法 , 唐 不空譯
T1261 , 21 , 1 , 訶利帝母真言經 , 唐 不空譯
T1262 , 21 , 1 , 佛說鬼子母經 , 失譯
T1263 , 21 , 1 , 氷揭羅天童子經 , 唐 不空譯
T1264a , 21 , 1 , 觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經 , 唐 不空譯
T1264b , 21 , 1 , 佛說穰麌梨童女經 , 唐 不空譯
T1265 , 21 , 1 , 佛說常瞿利毒女陀羅尼呪經 , 唐 瞿多譯
T1266 , 21 , 1 , 大聖天歡喜雙身毘那夜迦法 , 唐 不空譯
T1267 , 21 , 1 , 使呪法經 , 唐 菩提留支譯
T1268 , 21 , 1 , 大使呪法經 , 唐 菩提留支譯
T1269 , 21 , 1 , 佛說金色迦那鉢底陀羅尼經 , 唐 金剛智譯
T1270 , 21 , 1 , 大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法 , 唐 善無畏譯
T1271 , 21 , 1 , 摩訶毘盧遮那如來定惠均等入三昧耶身雙身大聖歡喜天菩薩修行祕密法儀軌 , 唐 不空譯
T1272 , 21 , 4 , 金剛薩埵說頻那夜迦天成就儀軌經 , 宋 法賢譯
T1273 , 21 , 1 , 毘那夜迦誐那鉢底瑜伽悉地品祕要 , 唐 含光記
T1274 , 21 , 1 , 大聖歡喜雙身毘那夜迦天形像品儀軌 , 唐 憬瑟撰
T1275 , 21 , 1 , 聖歡喜天式法 , 唐 般若惹羯羅撰
T1276 , 21 , 1 , 文殊師利菩薩根本大教王經金翅鳥王品 , 唐 不空譯
T1277 , 21 , 1 , 速疾立驗魔醯首羅天說阿尾奢法 , 唐 不空譯
T1278 , 21 , 1 , 迦樓羅及諸天密言經 , 唐 般若力譯
T1279 , 21 , 1 , 摩醯首羅天法要 , 
T1280 , 21 , 1 , 摩醯首羅大自在天王神通化生伎藝天女念誦法 , 
T1281 , 21 , 1 , 那羅延天共阿修羅王鬪戰法 , 唐 寶思惟譯
T1282 , 21 , 1 , 寶藏天女陀羅尼法 , 
T1283 , 21 , 2 , 佛說寶藏神大明曼拏羅儀軌經 , 宋 法天譯
T1284 , 21 , 2 , 佛說聖寶藏神儀軌經 , 宋 法天譯
T1285 , 21 , 1 , 佛說寶賢陀羅尼經 , 宋 法賢譯
T1286 , 21 , 1 , 堅牢地天儀軌 , 唐 善無畏譯
T1287 , 21 , 1 , 大黑天神法 , 唐 神愷記
T1288 , 21 , 3 , 佛說最上祕密那拏天經 , 宋 法賢譯
T1289 , 21 , 1 , 佛說金毘羅童子威德經 , 唐 不空譯
T1290 , 21 , 1 , 焰羅王供行法次第 , 唐 阿謨伽撰
T1291 , 21 , 1 , 深沙大將儀軌 , 唐 不空譯
T1292 , 21 , 1 , 法華十羅剎法 , 
T1293 , 21 , 1 , 般若守護十六善神王形體 , 唐 金剛智譯
T1294 , 21 , 1 , 施八方天儀則 , 
T1295 , 21 , 1 , 供養護世八天法 , 唐 法全集
T1296 , 21 , 1 , 十天儀軌 , 
T1297 , 21 , 1 , 供養十二大威德天報恩品 , 唐 不空譯
T1298 , 21 , 1 , 十二天供儀軌 , 
T1299 , 21 , 2 , 文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經 , 唐 不空譯
T1300 , 21 , 2 , 摩登伽經 , 吳 竺律炎支謙共譯
T1301 , 21 , 1 , 舍頭諫太子二十八宿經 , 西晉 竺法護譯
T1302 , 21 , 1 , 諸星母陀羅尼經 , 唐 法成譯
T1303 , 21 , 1 , 佛說聖曜母陀羅尼經 , 宋 法天譯
T1304 , 21 , 1 , 宿曜儀軌 , 唐 一行撰
T1305 , 21 , 1 , 北斗七星念誦儀軌 , 唐 金剛智譯
T1306 , 21 , 1 , 北斗七星護摩祕要儀軌 , 唐 不空述
T1307 , 21 , 1 , 佛說北斗七星延命經 , 
T1308 , 21 , 2 , 七曜攘災決 , 唐 金俱吒撰
T1309 , 21 , 1 , 七曜星辰別行法 , 唐 一行撰
T1310 , 21 , 1 , 北斗七星護摩法 , 唐 一行撰
T1311 , 21 , 1 , 梵天火羅九曜 , 唐 一行述
T1312 , 21 , 1 , 難儞計濕嚩囉天說支輪經 , 宋 法賢譯
T1313 , 21 , 1 , 佛說救拔焰口餓鬼陀羅尼經 , 唐 不空譯
T1314 , 21 , 1 , 佛說救面然餓鬼陀羅尼神呪經 , 唐 實叉難陀譯
T1315 , 21 , 1 , 施諸餓鬼飲食及水法 , 唐 不空譯
T1316 , 21 , 1 , 佛說甘露經陀羅尼呪 , 唐 實叉難陀譯
T1317 , 21 , 1 , 甘露陀羅尼呪 , 唐 實叉難陀譯
T1318 , 21 , 1 , 瑜伽集要救阿難陀羅尼焰口軌儀經 , 唐 不空譯
T1319 , 21 , 1 , 瑜伽集要焰口施食起教阿難陀緣由 , 唐 不空譯
T1320 , 21 , 1 , 瑜伽集要焰口施食儀 , 
T1321 , 21 , 1 , 佛說施餓鬼甘露味大陀羅尼經 , 唐 跋馱木阿譯
T1322 , 21 , 1 , 新集浴像儀軌 , 唐 慧琳述
T1323 , 21 , 1 , 除一切疾病陀羅尼經 , 唐 不空譯
T1324 , 21 , 1 , 能淨一切眼疾病陀羅尼經 , 唐 不空譯
T1325 , 21 , 1 , 佛說療痔病經 , 唐 義淨譯
T1326 , 21 , 1 , 佛說呪時氣病經 , 東晉 曇無蘭譯
T1327 , 21 , 1 , 佛說呪齒經 , 東晉 曇無蘭譯
T1328 , 21 , 1 , 佛說呪目經 , 東晉 曇無蘭譯
T1329 , 21 , 1 , 佛說呪小兒經 , 東晉 曇無蘭譯
T1330 , 21 , 1 , 囉嚩拏說救療小兒疾病經 , 宋 法賢譯
T1331 , 21 , 12 , 佛說灌頂經 , 東晉 帛尸梨蜜多羅譯
T1332 , 21 , 4 , 七佛八菩薩所說大陀羅尼神呪經 , 失譯
T1333 , 21 , 1 , 虛空藏菩薩問七佛陀羅尼呪經 , 失譯
T1334 , 21 , 1 , 如來方便善巧呪經 , 隋 闍那崛多譯
T1335 , 21 , 4 , 大吉義神呪經 , 元魏 曇曜譯
T1336 , 21 , 10 , 陀羅尼雜集 , 失譯
T1337 , 21 , 1 , 種種雜呪經 , 北周 闍那崛多譯
T1338 , 21 , 1 , 呪三首經 , 唐 地婆訶羅譯
T1339 , 21 , 4 , 大方等陀羅尼經 , 北涼 法眾譯
T1340 , 21 , 20 , 大法炬陀羅尼經 , 隋 闍那崛多譯
T1341 , 21 , 20 , 大威德陀羅尼經 , 隋 闍那崛多譯
T1342 , 21 , 1 , 佛說無崖際總持法門經 , 西秦 聖堅譯
T1343 , 21 , 1 , 尊勝菩薩所問一切諸法入無量門陀羅尼經 , 北齊 萬天懿譯
T1344 , 21 , 1 , 金剛上味陀羅尼經 , 元魏 佛陀扇多譯
T1345 , 21 , 1 , 金剛場陀羅尼經 , 隋 闍那崛多譯
T1346 , 21 , 1 , 諸佛集會陀羅尼經 , 唐 提雲般若等譯
T1347 , 21 , 1 , 息除中夭陀羅尼經 , 宋 施護譯
T1348 , 21 , 1 , 佛說十二佛名神呪校量功德除障滅罪經 , 隋 闍那崛多譯
T1349 , 21 , 1 , 佛說稱讚如來功德神呪經 , 唐 義淨譯
T1350 , 21 , 1 , 佛說一切如來名號陀羅尼經 , 宋 法賢譯
T1351 , 21 , 1 , 佛說持句神呪經 , 吳 支謙譯
T1352 , 21 , 1 , 佛說陀隣尼鉢經 , 東晉 曇無蘭譯
T1353 , 21 , 1 , 東方最勝燈王陀羅尼經 , 隋 闍那崛多譯
T1354 , 21 , 1 , 東方最勝燈王如來經 , 隋 闍那崛多等譯
T1355 , 21 , 1 , 佛說聖最上燈明如來陀羅尼經 , 宋 施護譯
T1356 , 21 , 1 , 佛說華積陀羅尼神呪經 , 吳 支謙譯
T1357 , 21 , 1 , 佛說師子奮迅菩薩所問經 , 失譯
T1358 , 21 , 1 , 佛說花聚陀羅尼呪經 , 失譯
T1359 , 21 , 1 , 佛說花積樓閣陀羅尼經 , 宋 施護譯
T1360 , 21 , 1 , 六門陀羅尼經 , 唐 玄奘譯
T1361 , 21 , 1 , 六門陀羅尼經論 , 世親菩薩造
T1362 , 21 , 1 , 佛說善夜經 , 唐 義淨譯
T1363 , 21 , 1 , 勝幢臂印陀羅尼經 , 唐 玄奘譯
T1364 , 21 , 1 , 妙臂印幢陀羅尼經 , 唐 實叉難陀譯
T1365 , 21 , 1 , 八名普密陀羅尼經 , 唐 玄奘譯
T1366 , 21 , 1 , 佛說祕密八名陀羅尼經 , 宋 法賢譯
T1367 , 21 , 1 , 佛說大普賢陀羅尼經 , 失譯
T1368 , 21 , 1 , 佛說大七寶陀羅尼經 , 失譯
T1369a , 21 , 1 , 百千印陀羅尼經 , 唐 實叉難陀譯
T1369b , 21 , 1 , 百千印陀羅尼經 , 唐 實叉難陀譯
T1370 , 21 , 1 , 佛說持明藏八大總持王經 , 宋 施護譯
T1371 , 21 , 1 , 佛說聖大總持王經 , 宋 施護譯
T1372 , 21 , 1 , 增慧陀羅尼經 , 宋 施護譯
T1373 , 21 , 1 , 佛說施一切無畏陀羅尼經 , 宋 施護等譯
T1374 , 21 , 1 , 佛說一切功德莊嚴王經 , 唐 義淨譯
T1375 , 21 , 1 , 佛說莊嚴王陀羅尼呪經 , 唐 義淨譯
T1376 , 21 , 2 , 佛說聖莊嚴陀羅尼經 , 宋 施護譯
T1377 , 21 , 1 , 佛說寶帶陀羅尼經 , 宋 施護譯
T1378a , 21 , 1 , 佛說玄師颰陀所說神呪經 , 東晉 曇無蘭譯
T1378b , 21 , 1 , 幻師颰陀神呪經 , 東晉 曇無蘭譯
T1379 , 21 , 1 , 佛說大愛陀羅尼經 , 宋 法賢譯
T1380 , 21 , 1 , 佛說善樂長者經 , 宋 法賢譯
T1381 , 21 , 1 , 佛說大吉祥陀羅尼經 , 宋 法賢譯
T1382 , 21 , 1 , 佛說宿命智陀羅尼 , 宋 法賢譯
T1383 , 21 , 1 , 佛說宿命智陀羅尼經 , 宋 法賢譯
T1384 , 21 , 1 , 佛說鉢蘭那賒嚩哩大陀羅尼經 , 宋 法賢譯
T1385 , 21 , 1 , 佛說俱枳羅陀羅尼經 , 宋 法賢譯
T1386 , 21 , 1 , 佛說妙色陀羅尼經 , 宋 法賢譯
T1387 , 21 , 1 , 佛說栴檀香身陀羅尼經 , 宋 法賢譯
T1388 , 21 , 1 , 佛說無畏陀羅尼經 , 宋 法賢譯
T1389 , 21 , 1 , 佛說無量壽大智陀羅尼 , 宋 法賢譯
T1390 , 21 , 1 , 佛說洛叉陀羅尼經 , 宋 法賢譯
T1391 , 21 , 1 , 佛說檀特羅麻油述經 , 東晉 曇無蘭譯
T1392 , 21 , 1 , 大寒林聖難拏陀羅尼經 , 宋 法天譯
T1393 , 21 , 1 , 佛說摩尼羅亶經 , 東晉 曇無蘭譯
T1394 , 21 , 1 , 佛說安宅神呪經 , 失譯
T1395 , 21 , 1 , 拔濟苦難陀羅尼經 , 唐 玄奘譯
T1396 , 21 , 1 , 佛說拔除罪障呪王經 , 唐 義淨譯
T1397 , 21 , 1 , 智炬陀羅尼經 , 唐 提雲般若等譯
T1398 , 21 , 1 , 佛說智光滅一切業障陀羅尼經 , 宋 施護譯
T1399 , 21 , 1 , 佛說滅除五逆罪大陀羅尼經 , 宋 法賢譯
T1400 , 21 , 1 , 佛說消除一切災障寶髻陀羅尼經 , 宋 法賢譯
T1401 , 21 , 1 , 佛說大金剛香陀羅尼經 , 宋 施護譯
T1402 , 21 , 1 , 消除一切閃電障難隨求如意陀羅尼經 , 宋 施護譯
T1403 , 21 , 1 , 佛說如意摩尼陀羅尼經 , 宋 施護譯
T1404 , 21 , 1 , 佛說如意寶總持王經 , 宋 施護譯
T1405 , 21 , 1 , 佛說息除賊難陀羅尼經 , 宋 法賢譯
T1406 , 21 , 1 , 佛說辟除賊害呪經 , 
T1407 , 21 , 1 , 佛說辟除諸惡陀羅尼經 , 宋 法賢譯
T1408 , 21 , 1 , 佛說最上意陀羅尼經 , 宋 施護譯
T1409 , 21 , 1 , 佛說聖最勝陀羅尼經 , 宋 施護譯
T1410 , 21 , 1 , 佛說勝幡瓔珞陀羅尼經 , 宋 施護譯
T1411 , 21 , 1 , 佛說蓮華眼陀羅尼經 , 宋 施護譯
T1412 , 21 , 1 , 佛說寶生陀羅尼經 , 宋 施護譯
T1413 , 21 , 1 , 佛說尊勝大明王經 , 宋 施護譯
T1414 , 21 , 1 , 佛說金身陀羅尼經 , 宋 施護譯
T1415 , 21 , 1 , 大金剛妙高山樓閣陀羅尼 , 宋 施護譯
T1416 , 21 , 1 , 金剛摧碎陀羅尼 , 宋 慈賢譯
T1417 , 21 , 1 , 佛說壞相金剛陀羅尼經 , 元 沙囉巴譯
T1418 , 21 , 1 , 佛說一切如來安像三昧儀軌經 , 宋 施護譯
T1419 , 21 , 1 , 佛說造像量度經解 , 清 工布查布譯解
T1420 , 21 , 2 , 龍樹五明論 , 
T1421 , 22 , 30 , 彌沙塞部和醯五分律 , 劉宋 佛陀什共竺道生等譯
T1422a , 22 , 1 , 彌沙塞五分戒本 , 劉宋 佛陀什等譯
T1422b , 22 , 1 , 五分戒本 , 劉宋 佛陀什等譯
T1423 , 22 , 1 , 五分比丘尼戒本 , 梁 明徽集
T1424 , 22 , 1 , 彌沙塞羯磨本 , 唐 愛同錄
T1425 , 22 , 40 , 摩訶僧祇律 , 東晉 佛陀跋陀羅共法顯譯
T1426 , 22 , 1 , 摩訶僧祇律大比丘戒本 , 東晉 佛陀跋陀羅譯
T1427 , 22 , 1 , 摩訶僧祇比丘尼戒本 , 東晉 法顯共覺賢譯
T1428 , 22 , 60 , 四分律 , 姚秦 佛陀耶舍共竺佛念等譯
T1429 , 22 , 1 , 四分律比丘戒本 , 後秦 佛陀耶舍譯
T1430 , 22 , 1 , 四分僧戒本 , 後秦 佛陀耶舍譯
T1431 , 22 , 1 , 四分比丘尼戒本 , 後秦 佛陀耶舍譯
T1432 , 22 , 1 , 曇無德律部雜羯磨 , 曹魏 康僧鎧譯
T1433 , 22 , 1 , 羯磨 , 曹魏 曇諦譯
T1434 , 22 , 1 , 四分比丘尼羯磨法 , 劉宋 求那跋摩譯
T1435 , 23 , 61 , 十誦律 , 後秦 弗若多羅共羅什譯
T1436 , 23 , 1 , 十誦比丘波羅提木叉戒本 , 姚秦 鳩摩羅什譯
T1437 , 23 , 1 , 十誦比丘尼波羅提木叉戒本 , 劉宋 法顯集出
T1438 , 23 , 1 , 大沙門百一羯磨法 , 
T1439 , 23 , 1 , 十誦羯磨比丘要用 , 劉宋 僧璩撰出
T1440 , 23 , 9 , 薩婆多毘尼毘婆沙 , 失譯
T1441 , 23 , 10 , 薩婆多部毘尼摩得勒伽 , 劉宋 僧伽跋摩譯
T1442 , 23 , 50 , 根本說一切有部毘奈耶 , 唐 義淨譯
T1443 , 23 , 20 , 根本說一切有部苾芻尼毘奈耶 , 唐 義淨譯
T1444 , 23 , 4 , 根本說一切有部毘奈耶出家事 , 唐 義淨譯
T1445 , 23 , 1 , 根本說一切有部毘奈耶安居事 , 唐 義淨譯
T1446 , 23 , 1 , 根本說一切有部毘奈耶隨意事 , 唐 義淨譯
T1447 , 23 , 2 , 根本說一切有部毘奈耶皮革事 , 唐 義淨譯
T1448 , 24 , 18 , 根本說一切有部毘奈耶藥事 , 唐 義淨譯
T1449 , 24 , 1 , 根本說一切有部毘奈耶羯恥那衣事 , 唐 義淨譯
T1450 , 24 , 20 , 根本說一切有部毘奈耶破僧事 , 唐 義淨譯
T1451 , 24 , 40 , 根本說一切有部毘奈耶雜事 , 唐 義淨譯
T1452 , 24 , 10 , 根本說一切有部尼陀那目得迦 , 唐 義淨譯
T1453 , 24 , 10 , 根本說一切有部百一羯磨 , 唐 義淨譯
T1454 , 24 , 1 , 根本說一切有部戒經 , 唐 義淨譯
T1455 , 24 , 1 , 根本說一切有部苾芻尼戒經 , 唐 義淨譯
T1456 , 24 , 1 , 根本說一切有部毘奈耶尼陀那目得迦攝頌 , 唐 義淨譯
T1457 , 24 , 1 , 根本說一切有部略毘奈耶雜事攝頌 , 唐 義淨譯
T1458 , 24 , 14 , 根本薩婆多部律攝 , 尊者勝友造  唐 義淨譯
T1459 , 24 , 3 , 根本說一切有部毘奈耶頌 , 尊者毘舍佉造  唐 義淨譯
T1460 , 24 , 1 , 解脫戒經 , 元魏 般若流支譯
T1461 , 24 , 1 , 律二十二明了論 , 弗陀多羅多造  陳 真諦譯
T1462 , 24 , 18 , 善見律毘婆沙 , 蕭齊 僧伽跋陀羅譯
T1463 , 24 , 8 , 毘尼母經 , 失譯
T1464 , 24 , 10 , 鼻奈耶 , 姚秦 竺佛念譯
T1465 , 24 , 1 , 舍利弗問經 , 失譯
T1466 , 24 , 1 , 優波離問佛經 , 宋 求那跋摩譯
T1467a , 24 , 1 , 佛說犯戒罪報輕重經 , 後漢 安世高譯
T1467b , 24 , 1 , 佛說犯戒罪報輕重經 , 
T1468 , 24 , 1 , 佛說目連所問經 , 宋 法天譯
T1469 , 24 , 1 , 佛說迦葉禁戒經 , 宋 沮渠京聲譯
